,instructions,LLC-stores,L1-icache-load-misses,branch-load-misses,node-load-misses,rd_req,rd_bytes,wr_req,wr_bytes,flush_operations,rd_total_times,wr_total_times,flush_total_times,Label
5346,87387193,4575,42952,652705,0,0,0,0,0,0,0,0,0,0
514,59342415,46497,1426201,129918,6,0,0,0,0,0,0,0,0,1
789,23445069,21857,1006468,84955,1,20,1584640,55,3094016,1,56210996,240772611,5718168,1
90,28480816,39129,1081948,118862,1,91,661504,0,0,0,4923288,0,0,1
2398,24568876,17534,332488,92197,1,55,225280,0,0,0,2789706,0,0,1
4594,47237688,4890,36595,353274,1,0,0,0,0,0,0,0,0,0
5641,75500055,5700,3275,672263,0,0,0,0,0,0,0,0,0,0
3804,78114183,1282,3544,421333,0,0,0,0,0,0,0,0,0,0
2529,51782887,34413,460201,90231,0,0,0,0,0,0,0,0,0,1
1047,71429191,26828,844230,20694,1,9,271872,38,3497984,0,46340265,344165398,0,1
1200,33554631,17280,1045355,23937,3,47,4352512,0,0,0,5088108,0,0,1
1358,27263594,768,117732,4786,0,35,3403264,0,0,0,3425914,0,0,1
5003,68596015,5199,13562,430208,0,0,0,0,0,0,0,0,0,0
4499,72513054,427,6894,436127,0,0,0,0,0,0,0,0,0,0
340,17975592,38171,1311630,141401,0,29,118784,51,3272704,0,3348372,22808091,0,1
2820,29700762,16772,755367,153310,2,16,65536,98,935936,1,18887955,77631245,434380,1
4376,65447364,5600,63990,478476,0,0,0,0,0,0,0,0,0,0
4117,49371334,2265,112918,185303,0,0,0,0,0,0,0,0,0,0
2320,41413594,17480,991597,132116,4,10,40960,69,2881024,0,48121020,445223669,0,1
855,89796031,23305,327494,131803,34,25,1979904,33,266240,4,10119953,2908011,1766386,1
2069,48131665,19930,1420399,15488,4,35,2010112,3,12288,0,10504916,654574,0,1
3753,56707789,16235,3596,262436,1,0,0,0,0,0,0,0,0,0
1232,74145681,11187,628465,45056,0,41,2849792,0,0,0,4016974,0,0,1
4952,55422706,496,30160,818382,0,0,0,0,0,0,0,0,0,0
790,18795327,24772,616852,116574,3,25,2244608,45,1351168,1,44176920,157901520,308741,1
2072,50317331,25425,1030763,90425,1,31,1388544,1,4096,0,2581062,106833,0,1
3671,65713858,1474,3406,448237,0,0,0,0,0,0,0,0,0,0
3735,66273092,707,27647,505268,0,0,0,0,0,0,0,0,0,0
4269,74477550,4306,3967,612817,1,0,0,1,4096,0,0,309337,0,0
1043,83315787,24717,855453,54783,1,5,110080,25,2273280,0,17022097,247761187,0,1
4927,65054678,183,3795,713176,1,0,0,3,77824,1,0,25717103,406653,0
4714,95889477,5208,9792,701901,0,0,0,0,0,0,0,0,0,0
4625,76011214,27045,12923,536492,0,0,0,0,0,0,0,0,0,0
2576,26226639,12646,37577,92385,1,9,36864,1,4096,0,745994,573942,0,1
2234,20256998,23812,841732,151854,0,21,173056,3,262144,0,1999344,519235,0,1
5629,78505557,48454,4202,622162,0,0,0,0,0,0,0,0,0,0
2653,42122296,27163,620915,16255,2,4,77824,41,1988608,0,6078634,116727999,0,1
1346,45489693,485,100064,2468,6,43,4228096,0,0,0,4572829,0,0,1
5131,66646749,787,6128,407754,0,0,0,0,0,0,0,0,0,0
304,31553014,48185,1454803,147080,0,0,0,80,524288,0,0,40764240,0,1
2935,59302131,8949,301320,51548,1,77,315392,0,0,0,6673698,0,0,1
980,40815758,19687,371846,37848,0,33,3038720,0,0,0,10634882,0,0,1
587,33750220,32342,1255653,138279,0,0,0,151,925696,0,0,64259871,0,1
1217,42389774,36994,1125883,71027,3,11,1223680,46,4946432,0,109476381,567482371,0,1
4626,76843232,704,31814,515984,0,0,0,0,0,0,0,0,0,0
2240,47117954,21213,1372437,47677,1,30,245760,1,131072,0,3687307,582031,0,1
144,22142965,43031,1206477,118725,0,53,455680,0,0,0,3986000,0,0,1
4192,75275767,107,3893,432656,0,0,0,0,0,0,0,0,0,0
5209,71687270,917,38952,255616,0,0,0,0,0,0,0,0,0,0
1980,34407965,26014,3671,92513,2,7,65536,15,958976,0,23237062,71625937,0,1
3294,87896986,266,3026,225523,0,2,33792,3,36864,2,122283,564109,2063357,0
4632,73856422,877,6040,374294,0,0,0,0,0,0,0,0,0,0
136,26723594,49108,997948,129971,0,91,372736,0,0,0,5507262,0,0,1
1566,12015532,19160,612550,136733,3,59,2694656,0,0,0,5891188,0,0,1
3127,90469062,445,5692,171924,1,0,0,0,0,0,0,0,0,0
5267,82465803,4475,36903,265840,0,0,0,0,0,0,0,0,0,0
4254,77834721,3707,3159,256965,0,0,0,0,0,0,0,0,0,0
4278,74907379,10366,3651,545829,7,0,0,0,0,0,0,0,0,0
123,15413849,11273,59972,102297,0,91,372736,0,0,0,4513952,0,0,1
3220,99680438,145,6576,116573,0,1,32768,0,0,0,228763,0,0,0
1640,1509722,16543,27328,69340,0,9,856576,84,6687232,0,94465886,432322517,0,1
217,23410761,22220,1276649,158396,1,76,311296,1,8192,0,4903502,218910,0,1
3906,82703233,6402,19175,309193,0,0,0,0,0,0,0,0,0,0
4628,81222526,990,9711,526094,1,0,0,0,0,0,0,0,0,0
1017,53531046,24320,724360,66807,1,17,1095168,121,2285568,0,16560381,73068903,0,1
1015,19897290,14585,226066,58524,0,16,1233408,51,4795392,0,69172445,370465907,0,1
2715,47533960,23544,745721,117687,1,16,65536,0,0,0,1621332,0,0,1
3543,76449354,4030,3485,331458,0,0,0,0,0,0,0,0,0,0
5674,79833723,5260,37138,294024,0,0,0,4,32768,2,0,4231896,701233,0
2229,46880494,31940,1310843,92992,0,70,392192,0,0,0,5896407,0,0,1
379,25051189,39132,1522887,151784,9,27,544768,32,872448,0,26424295,192539217,0,1
4733,72065230,21303,6081,274028,0,0,0,0,0,0,0,0,0,0
4571,56988042,305,28275,321531,0,0,0,0,0,0,0,0,0,0
5190,77254850,14730,13864,542141,3,0,0,8,1048576,0,0,10671994,0,0
3120,69787256,218,3423,400097,0,0,0,0,0,0,0,0,0,0
4318,84286879,11026,3557,391546,8,0,0,0,0,0,0,0,0,0
296,23949151,24509,1320656,175301,1,0,0,90,1138688,0,0,30595902,0,1
5688,68760189,27584,8690,232831,0,0,0,0,0,0,0,0,0,0
4007,69990636,138,3501,349631,1,0,0,0,0,0,0,0,0,0
5654,80881279,34706,29561,253437,0,0,0,0,0,0,0,0,0,0
3089,80595136,13399,34402,321965,0,0,0,0,0,0,0,0,0,0
1428,18920587,263,257348,11115,0,9,1052672,52,4632576,0,96905971,356432798,0,1
24,3722245,2302,4527,568,0,70,315392,0,0,0,3218034,0,0,1
4162,87439177,63,3552,188652,2,0,0,0,0,0,0,0,0,0
3759,60555402,186,3640,507406,0,0,0,0,0,0,0,0,0,0
2675,54437620,13675,542057,149295,1,11,45056,0,0,0,1252494,0,0,1
532,27997856,51580,1534639,114045,5,160,3782144,0,0,0,8022722,0,0,1
3266,97834021,1759,16427,135815,0,0,0,0,0,0,0,0,0,0
4265,45928556,755,457593,576200,0,0,0,0,0,0,0,0,0,0
733,26167810,10630,192765,62366,1,24,2162688,33,2013696,1,63747477,176827676,340250,1
3945,81920065,754,97624,367602,1,0,0,0,0,0,0,0,0,0
5552,68856296,3941,7766,391375,1,0,0,0,0,0,0,0,0,0
2454,26983820,16409,1277738,41389,0,72,294912,0,0,0,5102390,0,0,1
3615,69304134,4260,3308,527336,0,0,0,0,0,0,0,0,0,0
191,19486787,35863,1225843,151080,0,77,3432448,0,0,0,6611236,0,0,1
2117,40821224,36249,459730,76814,0,48,233984,2,8192,0,5556982,2594144,0,1
3224,99051941,3357,10001,97513,0,8,131072,0,0,0,535162,0,0,0
4304,63961941,3537,3345,555132,6,0,0,0,0,0,0,0,0,0
5216,82860630,17916,4072,438239,0,0,0,37,4599808,0,0,132887760,0,0
2656,42875067,13847,258666,96887,0,0,0,126,1315840,0,0,76072827,0,1
2266,49105474,24876,1425555,154811,4,0,0,0,0,0,0,0,0,1
5234,74334945,7724,3875,322560,0,0,0,0,0,0,0,0,0,0
3691,68984467,5564,3224,493412,0,0,0,0,0,0,0,0,0,0
1282,66770958,24795,1683467,77908,1,4,267776,16,1367552,0,57306400,90320561,0,1
4456,74952278,247,13201,668330,0,0,0,0,0,0,0,0,0,0
5318,60252730,13765,22208,321968,2,0,0,0,0,0,0,0,0,0
4123,59617204,5639,3573,472432,0,0,0,0,0,0,0,0,0,0
673,36709855,20939,1322382,86446,0,27,1806336,69,654336,2,30746730,97957464,1991227,1
5338,83855533,5278,6240,604166,0,0,0,0,0,0,0,0,0,0
5215,68740459,13883,7396,505974,0,0,0,0,0,0,0,0,0,0
5871,64299527,123,3597,699576,0,0,0,0,0,0,0,0,0,0
454,24661129,28446,1390344,147642,0,0,0,0,0,0,0,0,0,1
4686,73715917,1344,14220,285554,0,0,0,0,0,0,0,0,0,0
4906,56863755,15162,10273,538593,7,0,0,0,0,0,0,0,0,0
5351,90008316,329,17106,247084,0,0,0,0,0,0,0,0,0,0
3447,89221796,161,3369,220113,3,0,0,0,0,0,0,0,0,0
4734,78753435,1408,33026,293138,0,0,0,0,0,0,0,0,0,0
2781,46819976,20139,579286,179594,1,59,241664,0,0,0,5011461,0,0,1
4654,81382108,1569,33425,335343,0,0,0,0,0,0,0,0,0,0
2276,76722161,37936,940531,100639,227,70,286720,0,0,0,5115890,0,0,1
2925,67009240,7956,256571,78489,0,2,8192,55,5533696,0,32543518,258754784,0,1
4216,78054150,2206,9344,430433,0,0,0,0,0,0,0,0,0,0
4540,80221106,6767,9985,439100,5,0,0,0,0,0,0,0,0,0
2945,67809680,11771,198809,23111,0,1,4096,5,20480,0,144756,10054550,0,1
3333,101876369,2799,3756,163278,0,0,0,0,0,0,0,0,0,0
3389,94279130,1081,3888,375838,0,0,0,0,0,0,0,0,0,0
1126,23509126,34456,766431,33135,0,36,3842048,0,0,0,4468981,0,0,1
2717,83883416,13624,205200,94878,0,1,4096,0,0,0,131332,0,0,1
1619,28411,12772,487808,190407,2,0,0,0,0,0,0,0,0,1
2487,24986310,15712,402320,143998,2,9,36864,105,548864,0,444800,5658322,0,1
5399,71742000,158,47658,489104,0,0,0,0,0,0,0,0,0,0
2528,39948823,12938,435704,44042,0,0,0,76,7458816,0,0,28825811,0,1
2721,16740688,26672,803740,125972,12,11,45056,5,20480,0,1249653,4021771,0,1
3119,66136876,1053,22980,397469,0,0,0,0,0,0,0,0,0,0
70,28654950,64914,319084,99834,0,77,343040,0,0,0,4022908,0,0,1
2083,53145832,20169,1158892,92532,0,2,8192,74,7520256,0,10484093,122378075,0,1
3731,66067124,394,3746,462592,0,0,0,0,0,0,0,0,0,0
4496,69158891,178,32266,407506,0,0,0,0,0,0,0,0,0,0
5145,77093761,11915,5286,268976,0,0,0,0,0,0,0,0,0,0
399,31111511,18136,1314742,160572,1,0,0,0,0,0,0,0,0,1
2078,48454871,31122,1060529,145594,0,45,1732096,3,12288,0,9487596,4934501,0,1
4400,64041937,4965,3426,516381,0,0,0,0,0,0,0,0,0,0
5506,71710363,3752,45524,390912,2,0,0,20,2621440,0,0,86135564,0,0
5850,52719071,10888,53123,695123,0,0,0,0,0,0,0,0,0,0
828,17706939,18593,940732,90713,2,16,1717760,85,5339136,1,30843336,138276489,2570490,1
3808,73519347,410,4976,395964,0,0,0,0,0,0,0,0,0,0
3632,70720070,216,3395,434946,0,0,0,0,0,0,0,0,0,0
5150,59070193,14154,36020,426754,3,0,0,0,0,0,0,0,0,0
2038,52482414,26876,334749,99232,79,3,12288,40,4134400,0,17669856,202944003,0,1
2233,22311109,26894,1137596,129680,1,29,236544,0,0,0,2346278,0,0,1
137,21717558,38088,1475351,178980,1,77,1227776,0,0,0,4423228,0,0,1
4078,81742985,106,3679,227896,0,0,0,0,0,0,0,0,0,0
1770,27140255,27974,1138306,72282,32,14,1477632,69,7285248,0,35172151,344831362,0,1
2778,44998226,21252,842560,131104,0,20,81920,0,0,0,1762884,0,0,1
1843,44315652,30354,605924,93742,1,22,858624,4,16384,0,3464098,823108,0,1
122,23780222,11547,91785,102462,0,91,358400,6,59392,0,9882383,5428597,0,1
4235,68246678,4802,7837,584860,3,0,0,0,0,0,0,0,0,0
2768,30093586,8205,699112,128909,0,88,360448,0,0,0,5934193,0,0,1
48,6193007,9896,302247,60099,0,63,258048,0,0,0,3149942,0,0,1
4520,73014956,11870,5965,415463,0,0,0,16,1949696,0,0,49520135,0,0
1161,51785226,17488,454190,58042,0,13,1000448,60,5332480,0,61284802,222449196,0,1
2842,83499335,29883,977373,83428,0,57,233472,0,0,0,4221658,0,0,1
525,78296837,42218,1127390,159121,5,99,2013696,1,4096,0,6082710,1631053,0,1
671,21672126,11941,1330120,137481,0,46,3295744,74,721408,2,51397658,94028343,700607,1
4543,72467387,505,23497,398723,0,0,0,0,0,0,0,0,0,0
2893,14164294,31272,542783,165974,0,51,208896,0,0,0,4252452,0,0,1
5181,75404719,13421,7869,372616,0,0,0,0,0,0,0,0,0,0
5968,64828563,956,3800,389575,0,0,0,0,0,0,0,0,0,0
2263,24646361,36654,1133835,97301,1,4,110592,23,1829376,0,15839376,143950442,0,1
4857,69208561,5362,44498,326574,2,0,0,74,9584640,0,0,71821952,0,0
2867,27140985,22670,604552,85792,21,4,16384,33,2826752,0,54674230,402925870,0,1
1432,6837089,10332,149379,15321,7,14,1197056,47,3483136,0,54736386,253698472,0,1
4070,80669171,1763,14295,238391,0,0,0,0,0,0,0,0,0,0
2235,22622170,26641,1143142,125432,2,35,286720,0,0,0,3996854,0,0,1
5303,77335994,14913,6359,283117,1,0,0,0,0,0,0,0,0,0
5065,74969371,922,5680,466823,0,0,0,0,0,0,0,0,0,0
2086,38766393,41350,1076043,91881,2,5,20480,60,5907968,0,23356534,489528381,0,1
837,19345755,38694,578838,138252,4,22,1805824,98,2721280,1,22604254,129644897,1777964,1
5377,68770060,4366,3613,225923,2,0,0,0,0,0,0,0,0,0
1616,1819516,16912,658452,135374,0,10,1121280,130,12525568,0,119322262,272836492,0,1
3018,50743686,3856,32148,16587,0,0,0,0,0,0,0,0,0,0
528,67926136,21674,1428501,177451,0,104,409088,4,16384,0,7373135,3927122,0,1
2091,32255481,40589,793648,121991,2,8,32768,38,3394560,0,26596805,302782607,0,1
3081,89904859,5745,39283,511004,0,0,0,0,0,0,0,0,0,0
3498,79656376,424,3762,321787,0,0,0,0,0,0,0,0,0,0
977,45121733,27221,189851,63230,1,61,2828288,0,0,0,5388331,0,0,1
5095,63749443,1157,9985,569250,0,0,0,12,1572864,0,0,6728174,0,0
4041,84605338,207,3318,227212,0,0,0,0,0,0,0,0,0,0
3896,59870428,229,3604,483763,0,0,0,0,0,0,0,0,0,0
5422,71592121,103,7398,488408,0,0,0,0,0,0,0,0,0,0
2099,34611975,37479,167934,142759,19,5,61440,43,4318720,0,16031491,339373697,0,1
5838,56756090,10647,16204,494495,0,0,0,0,0,0,0,0,0,0
302,25217529,34208,1353147,147280,1,0,0,80,765952,0,0,59113624,0,1
4525,72195753,1112,13176,418191,1,0,0,0,0,0,0,0,0,0
4087,84959935,691,10871,250577,0,0,0,1,114688,0,0,33821262,0,0
4810,80583492,5927,5501,359041,4,0,0,0,0,0,0,0,0,0
2814,37850903,15926,251974,26564,1,5,20480,24,2225152,0,31478855,394713744,0,1
2107,34832906,27390,585708,77139,2,3,5632,52,5019648,0,8729764,70316520,0,1
3905,80849637,197,3104,253740,0,0,0,0,0,0,0,0,0,0
1080,68631814,21652,838961,59211,2,60,974848,1,65536,0,4402259,578275,0,1
3922,75870024,385,6269,328048,0,0,0,0,0,0,0,0,0,0
2955,59903982,19102,164307,47696,0,0,0,0,0,0,0,0,0,1
3303,98557239,3713,8418,186278,0,3,49152,3,16384,1,211213,2963794,1054904,0
5786,79050298,7159,5738,287027,4,0,0,0,0,0,0,0,0,0
4422,63174100,248,7191,645449,1,0,0,0,0,0,0,0,0,0
5988,68186057,498,35811,246262,3,0,0,0,0,0,0,0,0,0
5011,67664346,11741,5714,442992,0,0,0,0,0,0,0,0,0,0
5771,74061420,507,3930,283662,0,0,0,0,0,0,0,0,0,0
4814,74521629,6201,8549,265289,0,0,0,0,0,0,0,0,0,0
1241,80780468,28167,273556,84007,0,39,2931200,0,0,0,3652079,0,0,1
5678,64260777,1908,39823,266864,0,0,0,0,0,0,0,0,0,0
3082,70660825,9632,83087,370080,4,0,0,0,0,0,0,0,0,0
4511,67422098,21544,120900,482155,0,0,0,0,0,0,0,0,0,0
4060,87861168,840,3767,228451,0,0,0,0,0,0,0,0,0,0
5724,39534768,1489,8771,241627,4,0,0,0,0,0,0,0,0,0
5978,69209032,11473,79859,452258,0,0,0,1,4096,0,0,121876,0,0
3185,72226746,164,3245,437862,0,0,0,0,0,0,0,0,0,0
4255,79082230,4326,3486,194384,4,0,0,0,0,0,0,0,0,0
5664,71472717,2093,11129,270775,0,0,0,10,1048576,0,0,182079033,0,0
2644,43083699,31882,121210,59438,0,7,315392,31,1089536,0,521004,78606692,0,1
2919,11927653,9465,632844,30238,5,43,176128,0,0,0,3517329,0,0,1
628,27855651,42279,1508877,147147,9,49,1690112,75,540672,8,16693810,9751437,3655056,1
949,84995879,22539,518563,61632,0,22,1849344,33,2338816,0,80113410,267665087,0,1
2639,42467457,6338,550977,69750,0,0,0,26,2059776,0,0,132713699,0,1
437,31015604,47304,620564,112418,0,72,741376,3,12288,0,7456154,2633347,0,1
5551,73234499,420,7025,456927,0,0,0,1,4096,0,0,70791,0,0
5063,75988648,907,4012,745697,2,0,0,8,1048576,0,0,10972807,0,0
3524,81947461,3903,8134,398517,0,0,0,0,0,0,0,0,0,0
4539,69329836,6412,9214,489449,18,0,0,0,0,0,0,0,0,0
2677,18729560,11675,668086,212566,0,1,4096,0,0,0,108647,0,0,1
5018,78862948,4780,11491,416082,0,0,0,0,0,0,0,0,0,0
1754,23444802,33554,647023,80700,1,13,1045504,134,11639296,0,72075925,133694207,0,1
1612,1379661,18827,1032671,139837,0,7,62976,57,3770368,0,51650936,238580815,0,1
4897,65034286,13257,6218,321006,1,0,0,0,0,0,0,0,0,0
3788,81959551,359,3058,381185,0,0,0,0,0,0,0,0,0,0
859,16924891,12350,64316,124939,4,40,3565568,24,233472,3,34403920,3382791,1237366,1
5584,66947088,13737,4069,416317,0,0,0,3,57344,1,0,672745,6224951,0
2672,27484528,11698,1000560,132330,5,13,53248,0,0,0,1438736,0,0,1
421,29426743,29658,1483331,133635,1,76,1395712,2,8192,0,10224854,3717445,0,1
4674,77425289,1318,16327,282135,1,0,0,0,0,0,0,0,0,0
1808,64832181,22645,1097508,123915,14,3,163840,49,5561344,0,53292725,683343065,0,1
3709,68617937,122,3572,490657,0,0,0,0,0,0,0,0,0,0
163,30626403,30146,1158694,154717,2,45,184320,45,262144,0,26738870,18809882,0,1
4223,53434499,145,3894,335975,0,0,0,0,0,0,0,0,0,0
3763,77025709,187,2327,493912,0,0,0,0,0,0,0,0,0,0
4405,66484840,279,9200,485146,0,0,0,0,0,0,0,0,0,0
1882,26128768,36407,28028,120028,0,13,1222656,41,3211776,0,94640186,262518927,0,1
3894,67290393,4584,7114,534464,0,0,0,0,0,0,0,0,0,0
3477,60494724,7846,7781,609704,2,0,0,0,0,0,0,0,0,0
4159,87096776,1637,17259,80684,0,0,0,0,0,0,0,0,0,0
1683,24703149,20072,1028464,125628,0,52,2792448,0,0,0,5410215,0,0,1
4758,79136678,13273,10436,462819,0,0,0,0,0,0,0,0,0,0
4450,53795572,363,30756,511037,0,0,0,0,0,0,0,0,0,0
1681,14715460,27089,1185407,67660,0,43,2621440,0,0,0,4207088,0,0,1
5785,66650274,792,6015,385903,0,0,0,0,0,0,0,0,0,0
5081,74394241,22306,37997,272061,0,0,0,0,0,0,0,0,0,0
5555,73769069,581,3812,414127,0,0,0,0,0,0,0,0,0,0
2288,72071328,18752,1372451,101639,1,65,976384,0,0,0,8826284,0,0,1
451,26920244,36368,1253676,124361,0,4,13824,81,9605632,0,16962051,536165646,0,1
4204,78599040,5745,7601,407750,1,0,0,0,0,0,0,0,0,0
874,74317046,30461,400089,44736,0,23,2020864,30,182272,3,5320006,5657555,1465530,1
3532,78534795,407,3161,339208,0,0,0,0,0,0,0,0,0,0
5084,70112935,1565,37470,320520,0,0,0,0,0,0,0,0,0,0
3410,81661173,252,9766,252590,0,0,0,0,0,0,0,0,0,0
2622,20745389,33802,143399,119056,2,5,20480,0,0,0,451235,0,0,1
5491,59973634,7096,50741,291569,1,0,0,8,1048576,0,0,93179045,0,0
5837,57539792,5919,45192,479741,0,0,0,0,0,0,0,0,0,0
4480,65638129,5550,4788,463046,0,0,0,0,0,0,0,0,0,0
124,14991794,13921,4120,102455,1,47,192512,0,0,0,3256077,0,0,1
2953,48089115,19150,443563,63205,0,1,4096,5,20480,0,120143,3748550,0,1
4861,80123012,7475,6481,496154,0,0,0,0,0,0,0,0,0,0
2345,52713793,26542,1132931,152861,10,73,299008,0,0,0,5147649,0,0,1
1293,107502123,33694,1305823,132518,1,60,4223488,0,0,0,5631256,0,0,1
2974,37274138,11693,814250,44110,2,0,0,1,4096,0,0,1854599,0,1
3784,75873479,6452,3059,354614,0,0,0,0,0,0,0,0,0,0
634,30369594,42727,1539894,125315,9,49,1915904,36,327680,5,22815928,5514633,3508897,1
1074,37759705,8775,491677,72192,1,63,6103552,0,0,0,5614541,0,0,1
677,29156713,47189,1152427,153756,0,15,1142784,23,2272256,1,64894339,370484462,333309,1
237,24133783,34459,1195888,169644,1,77,315392,1,4096,0,6345704,1971904,0,1
2211,26317984,11913,956966,126810,0,5,20480,0,0,0,793679,0,0,1
1757,37096823,19273,725744,61961,1,7,503296,54,4061184,0,70245610,565236111,0,1
5457,56597242,6141,3412,402266,0,0,0,0,0,0,0,0,0,0
5166,62619303,235,32470,426023,0,0,0,0,0,0,0,0,0,0
1233,44096046,27232,628865,30759,7,22,743936,11,1138688,0,2178860,2109029,0,1
1809,39047683,32740,975485,151566,13,5,369152,22,2059776,0,69274098,313297997,0,1
4956,74786700,2899,3847,690016,0,0,0,0,0,0,0,0,0,0
2645,43454032,17954,568062,90258,1,12,589824,32,1085440,0,10959303,49488836,0,1
427,26315940,27122,1399640,118546,0,73,2190848,4,16384,0,9750231,2594155,0,1
4673,73222028,8498,5503,286105,0,0,0,0,0,0,0,0,0,0
3168,86719703,232,3132,200259,0,0,0,0,0,0,0,0,0,0
1593,28819,41091,920404,128922,1,0,0,0,0,0,0,0,0,1
5900,53217784,1912,13455,497096,0,0,0,0,0,0,0,0,0,0
886,53992033,13373,161773,100132,0,18,1299968,62,4647424,1,60736699,303905421,2978774,1
5186,69573985,18843,4855,312855,0,0,0,0,0,0,0,0,0,0
5803,72910336,2872,40683,241514,0,0,0,2,20480,1,0,14399437,379464,0
5129,80263267,11814,4381,332073,0,0,0,0,0,0,0,0,0,0
663,13511973,35792,1352420,7299,0,28,1552896,21,327680,2,18649921,8330899,810478,1
1353,30536741,1154,100933,4552,0,47,2930176,1,131072,0,4047698,3031651,0,1
5100,83776346,6356,3541,475268,0,0,0,0,0,0,0,0,0,0
4358,66924974,2599,74362,614954,4,0,0,0,0,0,0,0,0,0
2154,19097177,16566,577950,6071,0,0,0,0,0,0,0,0,0,1
1179,44459072,23649,845454,65335,0,59,3705856,0,0,0,5369660,0,0,1
678,24480908,39344,1082877,128212,1,9,718336,33,3448832,0,32793747,302426410,0,1
1897,26384143,16191,21700,26191,0,39,266752,1,4096,0,3339303,80633,0,1
4468,67165838,711,10924,301637,0,0,0,0,0,0,0,0,0,0
3510,79532335,396,3243,346764,0,0,0,0,0,0,0,0,0,0
928,30745369,16949,1055914,97858,2,46,3197440,0,0,0,28125212,0,0,1
5148,65161819,14749,7121,398771,3,0,0,1,4096,0,0,12857527,0,0
476,24641896,31516,1556758,150210,0,40,1002496,4,16384,0,10683491,3087249,0,1
2759,57328640,21483,163472,2885,1,4,16384,27,3411968,0,27694366,2520091790,0,1
479,24476647,8805,1588727,81437,0,49,1704448,1,4096,0,4089648,294497,0,1
5400,66433119,5974,4064,494666,0,0,0,0,0,0,0,0,0,0
5826,52947449,5932,5381,298159,0,0,0,0,0,0,0,0,0,0
2826,41946916,17975,732860,88521,0,71,290816,0,0,0,4594237,0,0,1
4660,79721732,612,36440,386915,0,0,0,0,0,0,0,0,0,0
1735,27489276,8235,367584,129350,1,45,3317760,0,0,0,4558803,0,0,1
1509,19313476,10294,18191,2317,4,48,4680704,0,0,0,4974185,0,0,1
4350,55974714,531,9536,630395,0,0,0,9,1048576,0,0,20204058,0,0
1018,66228116,22587,749332,22360,4,42,3558400,1,131072,0,4411349,533429,0,1
5706,39341351,22942,30228,584363,0,0,0,0,0,0,0,0,0,0
5097,80075707,611,5936,529631,0,0,0,0,0,0,0,0,0,0
27,15060314,11434,74495,738,0,81,331776,0,0,0,4202365,0,0,1
1053,22348400,16942,315642,58361,91,16,1286144,50,1161216,0,22754694,130106455,0,1
1265,66075279,34483,1500193,137695,0,11,240640,29,2556416,0,49726074,297305114,0,1
1318,51046201,1164,50818,9544,11,4,256000,87,9361408,0,10166323,129733147,0,1
3681,64737051,17764,9557,501989,0,0,0,0,0,0,0,0,0,0
4958,64899691,295,31378,632028,0,0,0,0,0,0,0,0,0,0
1315,46771325,3525,404137,22135,6,3,50688,52,5171200,0,22892245,224983045,0,1
3544,78352624,245,3459,358063,0,0,0,0,0,0,0,0,0,0
4718,80089242,7120,29567,319351,0,0,0,0,0,0,0,0,0,0
345,25119077,40187,1315584,135800,0,16,403456,35,3085824,0,27454597,223982346,0,1
5374,70393212,3743,3218,209776,0,0,0,0,0,0,0,0,0,0
5559,72278369,289,11804,402440,0,0,0,0,0,0,0,0,0,0
3272,99093700,1300,4948,110183,1,0,0,0,0,0,0,0,0,0
5620,64482740,6573,45043,584990,7,0,0,0,0,0,0,0,0,0
5915,61074694,5141,7632,535304,0,0,0,0,0,0,0,0,0,0
374,33015006,35659,1208392,149426,0,55,2080768,53,315392,0,51541118,19547869,0,1
4133,82211787,6144,81947,260885,0,0,0,0,0,0,0,0,0,0
2313,21735893,24694,1271124,158401,6,2,8192,34,2810880,0,19770086,250637437,0,1
420,26282693,38296,1165211,103167,4,61,2539520,4,16384,0,8211261,4180912,0,1
2417,32390409,24514,415906,128654,1,5,20480,45,5155328,0,32884813,629566120,0,1
4247,69660869,18201,150546,445196,3,0,0,0,0,0,0,0,0,0
3558,77631363,477,3278,390760,0,0,0,0,0,0,0,0,0,0
1620,9861118,576,286060,191529,0,0,0,0,0,0,0,0,0,1
3624,69715119,294,9625,429560,0,0,0,0,0,0,0,0,0,0
2525,50542667,13509,320190,19083,0,0,0,2,102400,0,0,4955973,0,1
1638,645418,16779,434962,172656,4,53,4596736,0,0,0,7488382,0,0,1
1554,22466855,24871,1172617,170677,1,5,182272,44,3405824,0,26439344,239541152,0,1
5607,64875508,659,85995,569162,0,0,0,0,0,0,0,0,0,0
4978,82063595,2068,8088,252913,0,0,0,0,0,0,0,0,0,0
2388,25799798,26161,130787,133137,5,31,126976,28,122880,0,20158899,15472466,0,1
4776,80671818,6220,5373,322120,1,0,0,0,0,0,0,0,0,0
3144,88368074,3235,6257,179691,0,0,0,0,0,0,0,0,0,0
6,19475025,8149,451248,76678,0,0,0,0,0,0,0,0,0,1
220,30441253,30340,1285357,147054,0,71,290816,1,4096,0,4643024,362516,0,1
752,19279467,8595,1032515,47013,5,26,2481664,59,1241088,1,48060152,121911654,1041306,1
966,13027977,8210,770535,41718,1,46,2578432,2,8192,0,16281124,1797724,0,1
5597,72551180,797,9000,464068,0,0,0,0,0,0,0,0,0,0
2403,39468147,21704,182102,74562,32,44,261632,0,0,0,3942925,0,0,1
4343,61937432,1596,30082,563859,3,0,0,0,0,0,0,0,0,0
3528,65655406,618,11699,312118,1,0,0,0,0,0,0,0,0,0
